age,monthly_income,employment_years,credit_score,existing_emi,loan_amount,loan_term_months,employment_type,city_tier,loan_approved
46,73103,4,680,33214,230116,36,Salaried,Tier 2,1
30,219884,12,734,32876,64633,36,Salaried,Tier 2,1
50,190699,19,802,3239,129164,72,Self-employed,Tier 1,1
38,124122,7,835,38699,837001,36,Salaried,Tier 1,1
37,37008,13,611,36821,503116,24,Self-employed,Tier 1,0
46,220346,14,552,30615,903941,60,Self-employed,Tier 2,1
28,50402,10,617,13746,173425,48,Self-employed,Tier 1,1
60,202456,0,574,20921,1986134,84,Self-employed,Tier 3,0
32,154865,20,728,22745,824508,12,Self-employed,Tier 3,1
47,154643,2,690,1245,1488242,36,Salaried,Tier 1,1
28,245939,16,780,46607,345182,36,Salaried,Tier 3,1
45,165281,18,849,24853,1278736,12,Salaried,Tier 3,1
24,131550,13,712,27632,1302825,84,Self-employed,Tier 3,1
53,240002,7,679,12856,255538,84,Self-employed,Tier 3,1
21,192220,12,795,5105,515432,12,Self-employed,Tier 3,1
39,109218,19,846,35690,772153,84,Self-employed,Tier 2,1
51,151296,2,721,2513,1565578,24,Self-employed,Tier 1,1
36,197767,4,613,2801,1398858,84,Self-employed,Tier 3,1
34,138779,8,580,32345,1030814,48,Salaried,Tier 1,1
25,147714,5,596,13895,251466,84,Self-employed,Tier 3,1
46,50441,1,679,39749,1074389,36,Self-employed,Tier 2,1
48,188201,12,659,8221,522243,60,Salaried,Tier 2,1
22,249324,4,618,6038,1582622,24,Self-employed,Tier 3,1
26,80368,7,607,32031,1285799,24,Salaried,Tier 3,0
29,110122,0,655,15082,947172,84,Salaried,Tier 3,0
53,62760,19,849,14648,1734038,60,Salaried,Tier 2,1
45,41478,11,805,364,361416,60,Self-employed,Tier 2,1
33,145881,10,720,34568,187980,72,Salaried,Tier 1,1
29,89854,6,711,14110,454060,60,Salaried,Tier 2,1
33,112230,14,835,5958,887887,84,Self-employed,Tier 3,1
51,103716,10,620,9096,1070669,84,Salaried,Tier 1,1
31,161252,15,804,7436,1691311,12,Self-employed,Tier 2,1
24,116538,2,604,21177,779887,36,Self-employed,Tier 2,1
54,33372,19,552,26754,1437828,72,Salaried,Tier 3,0
58,47796,13,575,24544,486282,84,Self-employed,Tier 1,0
24,207344,2,675,12638,276301,12,Self-employed,Tier 2,1
58,239035,0,602,179,1007508,72,Salaried,Tier 2,1
39,116826,20,747,3873,874765,36,Salaried,Tier 3,1
26,138592,14,848,17570,957651,72,Salaried,Tier 1,1
54,111635,0,737,48223,1443749,12,Salaried,Tier 1,1
38,129022,16,735,17157,1400417,48,Self-employed,Tier 1,1
33,72040,1,847,45565,1902642,84,Salaried,Tier 1,1
43,93357,19,753,4460,961952,36,Salaried,Tier 3,1
39,220440,5,560,48084,1909569,24,Salaried,Tier 2,0
31,96356,7,695,352,461249,36,Self-employed,Tier 2,1
21,34211,15,634,21586,1040391,36,Self-employed,Tier 1,0
44,123426,18,649,5344,105063,36,Self-employed,Tier 1,1
27,23842,0,653,4507,1910929,48,Self-employed,Tier 1,0
45,212187,2,595,37598,593628,84,Self-employed,Tier 2,0
41,84852,2,593,43988,637069,12,Salaried,Tier 2,0
35,143737,4,827,32885,1899909,84,Self-employed,Tier 1,1
21,63968,11,730,16865,1109214,24,Self-employed,Tier 3,1
32,35508,11,736,37055,267986,12,Self-employed,Tier 2,1
27,171077,19,663,27213,1405044,72,Salaried,Tier 2,1
35,72575,12,804,4477,1449076,72,Salaried,Tier 1,1
41,229814,19,579,6533,271668,72,Self-employed,Tier 3,1
39,168043,8,813,49395,344786,12,Salaried,Tier 1,1
49,174671,6,647,23396,565518,60,Self-employed,Tier 1,1
45,236664,3,664,12755,599666,48,Salaried,Tier 3,1
53,84914,18,825,865,1935875,60,Salaried,Tier 3,1
52,85055,18,830,11173,1434406,84,Self-employed,Tier 3,1
55,105697,5,824,38097,355019,72,Salaried,Tier 2,1
58,124239,12,810,33371,1216747,48,Self-employed,Tier 1,1
46,141106,10,756,38524,1460781,12,Self-employed,Tier 2,1
31,23355,12,760,11254,1837665,72,Self-employed,Tier 3,1
55,72120,12,764,4018,638665,12,Salaried,Tier 2,1
28,223691,19,589,5192,834627,48,Salaried,Tier 3,1
34,56342,14,575,2015,628979,12,Self-employed,Tier 3,0
30,235064,20,576,42618,1088240,12,Self-employed,Tier 1,1
22,227932,12,739,3380,1556095,24,Salaried,Tier 1,1
29,20257,10,632,28343,1552631,84,Self-employed,Tier 1,0
23,45364,18,719,3770,361207,60,Salaried,Tier 2,1
41,174044,7,716,5829,666070,60,Salaried,Tier 1,1
46,129715,19,737,34381,1882760,60,Salaried,Tier 3,1
28,44654,7,718,45915,128343,36,Self-employed,Tier 1,1
22,229841,9,838,15545,395215,24,Self-employed,Tier 2,1
26,99423,15,778,18263,972996,72,Salaried,Tier 1,1
48,47320,18,646,38140,695687,72,Self-employed,Tier 1,1
49,38808,10,565,43306,605645,72,Self-employed,Tier 1,0
46,70389,12,828,25675,1563630,60,Salaried,Tier 2,1
45,244762,8,684,25362,1917322,84,Salaried,Tier 3,1
32,136581,19,575,148,491913,60,Self-employed,Tier 3,0
25,145927,18,561,1754,644571,84,Salaried,Tier 3,0
54,52773,15,621,26745,109567,24,Self-employed,Tier 1,1
57,200240,6,682,7378,359150,84,Salaried,Tier 1,1
35,176819,18,655,46359,287778,12,Salaried,Tier 2,1
56,94396,11,769,20140,1240334,60,Self-employed,Tier 3,1
35,125692,14,726,9371,1684470,72,Self-employed,Tier 1,1
43,232764,13,831,26999,1379611,12,Self-employed,Tier 1,1
26,75505,10,682,12779,1543907,60,Self-employed,Tier 1,1
41,103896,9,571,31075,676020,48,Self-employed,Tier 2,0
43,36135,10,818,30697,766079,36,Salaried,Tier 3,1
36,108887,5,710,9795,1062968,60,Salaried,Tier 2,1
35,140118,1,656,38460,1040534,48,Self-employed,Tier 3,0
45,245107,10,828,4218,1004227,24,Salaried,Tier 3,1
56,65377,18,784,37571,866309,48,Self-employed,Tier 1,1
31,172626,5,567,11672,299465,24,Salaried,Tier 1,0
35,80491,13,791,31042,274589,60,Salaried,Tier 1,1
24,204693,19,666,35950,588314,24,Self-employed,Tier 1,1
41,76283,5,835,11009,1381142,48,Self-employed,Tier 1,1
33,234212,16,831,47096,345625,84,Self-employed,Tier 3,1
42,34923,9,693,19544,1974188,36,Salaried,Tier 1,1
39,65591,0,754,29381,683672,12,Self-employed,Tier 1,1
54,80261,2,588,25287,1351347,12,Self-employed,Tier 2,0
34,72336,7,703,2586,108031,36,Self-employed,Tier 2,1
24,92083,7,725,2648,1968135,72,Self-employed,Tier 3,0
47,78948,19,790,40081,404398,12,Self-employed,Tier 3,1
49,182074,14,683,18101,642520,60,Self-employed,Tier 2,1
48,229170,6,595,45312,1765948,72,Salaried,Tier 2,1
55,222088,10,599,21692,392368,60,Salaried,Tier 1,1
28,44672,6,715,7407,466673,48,Salaried,Tier 1,1
36,22213,3,655,17254,513788,48,Salaried,Tier 3,1
56,159365,11,765,15234,810791,72,Self-employed,Tier 2,1
50,249049,5,695,22211,1914968,72,Self-employed,Tier 3,1
38,204932,13,621,29480,1069526,72,Salaried,Tier 1,1
22,80507,11,822,47780,137695,72,Salaried,Tier 3,1
33,75134,10,796,24846,1228642,24,Salaried,Tier 3,1
24,151172,18,735,42503,1237558,84,Self-employed,Tier 3,1
46,211069,20,619,46193,1363413,72,Self-employed,Tier 1,0
45,46172,4,699,48466,1738177,84,Self-employed,Tier 3,0
50,38132,13,795,15321,603098,72,Salaried,Tier 1,1
31,36199,20,811,12646,594380,48,Salaried,Tier 2,1
27,54609,15,575,22117,1580571,60,Salaried,Tier 3,0
51,192037,12,689,4893,1680969,84,Salaried,Tier 3,1
30,157088,19,648,9476,1784441,48,Salaried,Tier 1,1
59,188851,3,827,17270,1302876,12,Self-employed,Tier 3,1
33,49881,10,600,21702,340699,24,Self-employed,Tier 1,0
51,231666,16,700,4382,646222,24,Self-employed,Tier 3,1
27,42472,6,653,1785,1695652,60,Self-employed,Tier 2,1
56,249534,13,638,45798,913689,72,Self-employed,Tier 2,1
40,200885,10,690,11735,1902947,48,Salaried,Tier 2,1
24,249440,8,762,30177,1503617,12,Self-employed,Tier 3,1
27,185093,12,782,30712,1582579,48,Salaried,Tier 3,1
21,72131,17,732,16679,545707,72,Self-employed,Tier 2,1
33,173159,10,800,43013,205223,72,Salaried,Tier 2,1
42,30828,14,558,35365,1750932,36,Salaried,Tier 1,0
41,210682,18,628,17064,1622900,48,Salaried,Tier 1,1
42,114664,0,601,30563,1454668,60,Salaried,Tier 2,1
48,150473,3,818,33092,1968715,48,Salaried,Tier 2,1
29,234251,13,775,47928,613339,24,Salaried,Tier 3,1
46,33193,13,600,26867,541513,12,Self-employed,Tier 2,0
29,241461,2,735,45382,130738,84,Salaried,Tier 1,1
35,193936,16,583,33754,385740,60,Salaried,Tier 1,1
30,169379,2,840,19502,1682935,36,Self-employed,Tier 1,1
44,120518,15,779,760,180613,12,Salaried,Tier 1,1
28,37611,13,680,24142,123601,12,Self-employed,Tier 1,1
44,192863,19,669,44653,1128449,84,Self-employed,Tier 1,1
36,161022,12,796,41996,1790584,24,Salaried,Tier 2,1
46,94240,14,741,17290,1170044,24,Salaried,Tier 1,1
47,226475,13,759,5499,862902,24,Self-employed,Tier 1,1
57,20745,18,652,364,1819065,60,Salaried,Tier 1,1
24,73243,5,682,19797,1106904,48,Self-employed,Tier 1,1
44,21866,9,688,40795,187405,12,Salaried,Tier 2,1
39,181317,14,670,32535,825807,48,Self-employed,Tier 3,1
56,193796,20,643,46300,171173,48,Salaried,Tier 3,1
59,146681,19,678,47176,96638,24,Salaried,Tier 3,1
30,89354,5,640,16105,847700,48,Self-employed,Tier 3,1
45,69374,9,641,7939,1300251,12,Self-employed,Tier 1,1
38,132397,6,612,13936,1212496,12,Self-employed,Tier 3,0
39,142577,16,578,42029,1995387,72,Self-employed,Tier 3,0
56,179188,17,759,15863,460261,36,Salaried,Tier 2,1
30,99029,16,561,12561,1794677,60,Self-employed,Tier 2,0
53,111574,8,846,10447,1534562,48,Self-employed,Tier 2,1
25,169519,9,679,30624,57887,60,Salaried,Tier 1,1
55,48431,9,842,46940,803266,60,Salaried,Tier 1,1
54,166980,6,722,44646,1072658,60,Self-employed,Tier 1,1
53,47336,15,757,12411,1123494,84,Salaried,Tier 2,1
41,58992,17,573,19465,871929,72,Self-employed,Tier 3,0
37,73350,5,648,38216,405706,60,Salaried,Tier 2,1
42,87561,19,688,19642,766369,72,Self-employed,Tier 1,1
57,69955,0,723,31262,1372649,12,Salaried,Tier 2,1
35,79240,0,578,30363,1605084,84,Self-employed,Tier 3,0
55,169165,11,692,2107,1725065,48,Self-employed,Tier 1,1
48,155227,20,591,7928,570337,72,Salaried,Tier 3,0
27,64607,1,848,48002,1067977,36,Salaried,Tier 3,1
52,182559,3,757,19317,784459,60,Self-employed,Tier 1,1
31,204740,16,741,49078,1477286,84,Self-employed,Tier 3,1
30,170035,3,709,25017,340690,36,Salaried,Tier 2,1
29,199196,10,613,13528,1088646,12,Salaried,Tier 3,1
34,70870,3,792,13313,259496,12,Salaried,Tier 3,1
33,205619,0,807,1559,742698,24,Salaried,Tier 3,1
45,82110,6,701,15167,1526075,60,Salaried,Tier 2,1
22,202626,17,764,15343,656782,24,Salaried,Tier 3,1
55,170008,8,715,38598,1569962,84,Salaried,Tier 3,1
27,134895,2,580,7523,1838723,36,Salaried,Tier 2,1
41,22426,7,781,49777,358710,48,Salaried,Tier 1,1
38,237911,18,831,28439,397608,24,Self-employed,Tier 1,1
23,45606,3,578,15524,1856717,12,Salaried,Tier 1,0
59,196904,17,744,13285,1226855,60,Salaried,Tier 3,1
31,46151,19,805,10973,131991,36,Self-employed,Tier 1,1
59,228375,10,830,22694,404824,72,Self-employed,Tier 2,1
44,29308,13,843,35774,1388733,84,Self-employed,Tier 3,1
39,211594,17,636,4302,1150708,84,Self-employed,Tier 3,1
24,194743,15,698,22391,305069,12,Self-employed,Tier 3,1
46,108306,2,798,4611,535714,72,Self-employed,Tier 1,1
58,243180,14,832,9372,733444,84,Salaried,Tier 1,1
52,124984,3,747,24312,1992863,48,Self-employed,Tier 1,1
59,20204,4,593,14080,726503,60,Self-employed,Tier 3,0
56,110769,16,577,15082,1190203,48,Self-employed,Tier 2,1
60,105265,6,566,47409,172772,84,Salaried,Tier 3,1
57,49131,15,676,42861,1327991,48,Self-employed,Tier 2,0
53,70428,13,717,30677,1026230,84,Salaried,Tier 3,1
56,51870,15,793,20874,715582,60,Self-employed,Tier 2,1
23,121547,6,625,8378,1027469,60,Self-employed,Tier 3,0
